           1    -5.04186    -5.04186           0
           2    -5.00854     -5.0252     0.01178
           3    -5.01446    -5.02162  0.00837995
           4    -5.01076    -5.01891  0.00671025
           5    -4.99986     -5.0151  0.00635768
           6    -5.04135    -5.01947  0.00663463
           7    -5.02897    -5.02083  0.00582395
           8    -5.01638    -5.02027  0.00512247
           9    -5.03649    -5.02207  0.00485983
          10    -5.03787    -5.02365  0.00462332
          11     -5.0134    -5.02272  0.00429606
          12    -5.02773    -5.02314  0.00395825
          13      -5.031    -5.02374  0.00369969
          14    -5.04634    -5.02536  0.00377101
          15    -5.03998    -5.02633  0.00364351
          16    -5.02125    -5.02601  0.00342962
          17    -4.99804    -5.02437  0.00360106
          18    -4.99939    -5.02298  0.00365858
          19    -5.00455    -5.02201  0.00359227
          20    -5.02003    -5.02191  0.00341403
          21    -5.03109    -5.02235  0.00327934
          22    -5.03312    -5.02284  0.00316658
          23    -5.02472    -5.02292  0.00302995
          24    -5.02061    -5.02282  0.00290524
          25    -5.02868    -5.02306  0.00279845
          26    -4.98945    -5.02177  0.00297444
          27    -5.01487    -5.02151  0.00287522
          28    -5.02817    -5.02175  0.00278236
          29    -4.99844    -5.02094   0.0028001
          30    -5.00228    -5.02032  0.00277504
          31    -4.99267    -5.01943  0.00282524
          32    -5.01798    -5.01939  0.00273731
          33    -4.98777    -5.01843  0.00281703
          34     -4.9982    -5.01783   0.0027963
          35    -5.01428    -5.01773  0.00271825
          36     -5.0148    -5.01765  0.00264396
          37    -5.03429     -5.0181  0.00261047
          38    -5.01676    -5.01806  0.00254201
          39     -5.0295    -5.01836  0.00249368
          40    -5.00354    -5.01799  0.00245869
          41    -5.02852    -5.01824   0.0024121
          42    -5.02641    -5.01844  0.00236249
          43    -5.03086    -5.01873  0.00232515
          44    -5.03733    -5.01915  0.00231041
          45    -5.00809     -5.0189  0.00227211
          46    -5.01339    -5.01878  0.00222587
          47    -5.02805    -5.01898  0.00218722
          48    -5.05799    -5.01979  0.00228765
          49    -5.00154    -5.01942  0.00227109
          50    -4.99404    -5.01891  0.00228167
          51    -5.03049    -5.01914  0.00224819
          52    -5.05116    -5.01976  0.00228771
          53      -4.992    -5.01923  0.00230372
          54    -5.00761    -5.01902  0.00227109
          55    -5.04682    -5.01952  0.00228535
          56    -5.00032    -5.01918  0.00227011
          57     -5.0546     -5.0198  0.00231377
          58    -5.03253    -5.02002  0.00228426
          59    -5.01319     -5.0199  0.00224848
          60    -5.04741    -5.02036  0.00225724
          61    -5.03416    -5.02059  0.00223154
          62    -5.00777    -5.02038  0.00220511
          63    -5.02979    -5.02053  0.00217516
          64    -5.02499     -5.0206  0.00214229
          65    -5.01649    -5.02054  0.00211026
          66    -5.00694    -5.02033  0.00208833
          67     -5.0118     -5.0202  0.00206103
          68     -5.0373    -5.02046    0.002046
          69    -5.01335    -5.02035  0.00201894
          70    -5.04722    -5.02074  0.00202625
          71    -5.04678     -5.0211  0.00203064
          72    -5.00439    -5.02087  0.00201566
          73    -4.98907    -5.02044  0.00203459
          74    -4.99775    -5.02013  0.00203006
          75    -5.01403    -5.02005  0.00200462
          76    -5.00068    -5.01979  0.00199437
          77    -5.02661    -5.01988  0.00197044
          78    -5.00723    -5.01972  0.00195184
          79    -5.03007    -5.01985  0.00193153
          80    -5.00057    -5.01961  0.00192236
          81    -5.05298    -5.02002  0.00194229
          82    -5.04275     -5.0203  0.00193827
          83    -5.02105    -5.02031  0.00191494
          84     -5.0285    -5.02041  0.00189462
          85    -4.97953    -5.01992  0.00193241
          86    -5.05528    -5.02034  0.00195318
          87    -5.02956    -5.02044  0.00193361
          88    -5.02863    -5.02054  0.00191387
          89    -5.01958    -5.02052   0.0018924
          90    -5.03717    -5.02071  0.00188039
          91    -5.01048     -5.0206  0.00186308
          92    -5.01459    -5.02053  0.00184397
          93    -5.00608    -5.02038  0.00183068
          94    -5.03497    -5.02053  0.00181778
          95    -5.02399    -5.02057  0.00179901
          96    -4.99815    -5.02033  0.00179536
          97      -5.032    -5.02045  0.00178087
          98    -5.02389    -5.02049  0.00176305
          99    -5.06294    -5.02092  0.00179661
         100    -5.03883     -5.0211  0.00178756
