           1    0.800524    0.800524           0
           2    0.798517    0.799521 0.000709453
           3    0.797655    0.798899 0.000693963
           4    0.802876    0.799893  0.00100627
           5    0.802486    0.800412 0.000929107
           6    0.797255    0.799886 0.000911114
           7    0.802053    0.800195 0.000831916
           8    0.799045    0.800051 0.000740257
           9    0.799529    0.799993 0.000660273
          10    0.802046    0.800199 0.000625347
          11    0.799456    0.800131 0.000572132
          12    0.800782    0.800185 0.000527021
          13    0.801743    0.800305 0.000499923
          14    0.795395    0.799955 0.000574206
          15    0.797596    0.799797 0.000557043
          16    0.807831    0.800299 0.000713495
          17    0.796009    0.800047 0.000714776
          18    0.793987     0.79971 0.000750179
          19     0.79924    0.799686 0.000711104
          20    0.800728    0.799738 0.000677457
          21     0.79877    0.799692 0.000646761
          22    0.801477    0.799773 0.000622431
          23    0.801414    0.799844 0.000599446
          24    0.800001    0.799851 0.000574505
          25    0.798324     0.79979 0.000554762
          26    0.800733    0.799826 0.000534611
          27    0.800075    0.799835  0.00051489
          28     0.79938    0.799819 0.000496758
          29    0.801157    0.799865 0.000481767
          30    0.799929    0.799867 0.000465713
          31    0.801921    0.799933 0.000455377
          32    0.799302    0.799914 0.000441573
          33    0.800806    0.799941  0.00042902
          34    0.803273    0.800039 0.000427453
          35    0.800588    0.800054 0.000415528
          36      0.7969    0.799967  0.00041312
          37     0.80206    0.800023 0.000405808
          38    0.800481    0.800035 0.000395308
          39    0.799089    0.800011 0.000385915
          40    0.798052    0.799962 0.000379363
          41    0.798283    0.799921 0.000372313
          42    0.796731    0.799845 0.000371118
          43    0.797096    0.799781 0.000367952
          44    0.799988    0.799786  0.00035962
          45    0.800192    0.799795 0.000351741
          46    0.798431    0.799765 0.000345342
          47    0.799031     0.79975 0.000338347
          48    0.801932    0.799795  0.00033434
          49    0.795726    0.799712 0.000337671
          50    0.802807    0.799774 0.000336543
          51    0.798495    0.799749 0.000330877
          52    0.800385    0.799761  0.00032474
          53    0.804131    0.799844 0.000328913
          54    0.795484    0.799763 0.000332582
          55    0.797722    0.799726 0.000328598
          56    0.800501     0.79974 0.000323022
          57    0.802086    0.799781 0.000319968
          58    0.798052    0.799751 0.000315836
          59    0.796027    0.799688 0.000316728
          60    0.796413    0.799633 0.000316118
          61    0.798183     0.79961 0.000311828
          62    0.799525    0.799608 0.000306801
          63    0.799286    0.799603 0.000301974
          64    0.802915    0.799655 0.000301656
          65    0.803197    0.799709 0.000301898
          66    0.801448    0.799736 0.000298471
          67     0.79878    0.799721 0.000294356
          68    0.799364    0.799716 0.000290075
          69    0.799564    0.799714 0.000285879
          70    0.799341    0.799709 0.000281844
          71    0.801935     0.79974 0.000279613
          72    0.799166    0.799732 0.000275843
          73    0.797634    0.799703 0.000273558
          74    0.797309    0.799671 0.000271767
          75    0.798794    0.799659 0.000268395
          76    0.800928    0.799676 0.000265382
          77    0.798872    0.799665 0.000262141
          78    0.802042    0.799696 0.000260544
          79     0.79834    0.799679 0.000257811
          80    0.803632    0.799728  0.00025928
          81    0.796887    0.799693 0.000258441
          82    0.803036    0.799734 0.000258483
          83     0.80028     0.79974 0.000255453
          84    0.798054     0.79972   0.0002532
          85    0.798907    0.799711 0.000250402
          86    0.796615    0.799675 0.000250064
          87    0.797972    0.799655 0.000247954
          88    0.802808    0.799691 0.000247711
          89    0.798489    0.799678 0.000245295
          90    0.796158    0.799638 0.000245666
          91    0.804498    0.799692 0.000248703
          92    0.795413    0.799645 0.000250312
          93    0.803809     0.79969 0.000251592
          94    0.797222    0.799664 0.000250282
          95    0.800469    0.799672 0.000247791
          96    0.796273    0.799637 0.000247727
          97    0.800554    0.799646 0.000245353
          98    0.792679    0.799575  0.00025294
          99    0.803617    0.799616 0.000253658
         100    0.798696    0.799607 0.000251288
