           1     1.20079     1.20079           0
           2     1.19778     1.19928  0.00106418
           3     1.19648     1.19835  0.00104094
           4     1.20431     1.19984   0.0015094
           5     1.20373     1.20062  0.00139366
           6     1.19588     1.19983  0.00136667
           7     1.20308     1.20029  0.00124787
           8     1.19857     1.20008  0.00111038
           9     1.19929     1.19999  0.00099041
          10     1.20307      1.2003  0.00093802
          11     1.19918      1.2002 0.000858198
          12     1.20117     1.20028 0.000790531
          13     1.20262     1.20046 0.000749885
          14     1.19309     1.19993 0.000861309
          15     1.19639      1.1997 0.000835565
          16     1.21175     1.20045  0.00107024
          17     1.19401     1.20007  0.00107216
          18     1.19098     1.19957  0.00112527
          19     1.19886     1.19953  0.00106666
          20     1.20109     1.19961  0.00101619
          21     1.19816     1.19954 0.000970142
          22     1.20221     1.19966 0.000933646
          23     1.20212     1.19977 0.000899169
          24         1.2     1.19978 0.000861757
          25     1.19749     1.19968 0.000832144
          26      1.2011     1.19974 0.000801916
          27     1.20011     1.19975 0.000772335
          28     1.19907     1.19973 0.000745136
          29     1.20174      1.1998 0.000722651
          30     1.19989      1.1998  0.00069857
          31     1.20288      1.1999 0.000683065
          32     1.19895     1.19987  0.00066236
          33     1.20121     1.19991  0.00064353
          34     1.20491     1.20006  0.00064118
          35     1.20088     1.20008 0.000623292
          36     1.19535     1.19995  0.00061968
          37     1.20309     1.20004 0.000608712
          38     1.20072     1.20005 0.000592962
          39     1.19863     1.20002 0.000578873
          40     1.19708     1.19994 0.000569044
          41     1.19743     1.19988  0.00055847
          42      1.1951     1.19977 0.000556677
          43     1.19564     1.19967 0.000551929
          44     1.19998     1.19968 0.000539429
          45     1.20029     1.19969 0.000527612
          46     1.19765     1.19965 0.000518013
          47     1.19855     1.19962 0.000507521
          48      1.2029     1.19969  0.00050151
          49     1.19359     1.19957 0.000506507
          50     1.20421     1.19966 0.000504814
          51     1.19774     1.19962 0.000496315
          52     1.20058     1.19964 0.000487109
          53      1.2062     1.19977 0.000493369
          54     1.19323     1.19964 0.000498873
          55     1.19658     1.19959 0.000492897
          56     1.20075     1.19961 0.000484533
          57     1.20313     1.19967 0.000479951
          58     1.19708     1.19963 0.000473754
          59     1.19404     1.19953 0.000475092
          60     1.19462     1.19945 0.000474176
          61     1.19727     1.19941 0.000467742
          62     1.19929     1.19941 0.000460202
          63     1.19893      1.1994 0.000452961
          64     1.20437     1.19948 0.000452484
          65      1.2048     1.19956 0.000452848
          66     1.20217      1.1996 0.000447706
          67     1.19817     1.19958 0.000441535
          68     1.19905     1.19957 0.000435112
          69     1.19935     1.19957 0.000428818
          70     1.19901     1.19956 0.000422767
          71      1.2029     1.19961  0.00041942
          72     1.19875      1.1996 0.000413765
          73     1.19645     1.19955 0.000410336
          74     1.19596     1.19951 0.000407651
          75     1.19819     1.19949 0.000402593
          76     1.20139     1.19951 0.000398074
          77     1.19831      1.1995 0.000393212
          78     1.20306     1.19954 0.000390816
          79     1.19751     1.19952 0.000386717
          80     1.20545     1.19959  0.00038892
          81     1.19533     1.19954 0.000387661
          82     1.20455      1.1996 0.000387725
          83     1.20042     1.19961  0.00038318
          84     1.19708     1.19958   0.0003798
          85     1.19836     1.19957 0.000375603
          86     1.19492     1.19951 0.000375096
          87     1.19696     1.19948 0.000371932
          88     1.20421     1.19954 0.000371566
          89     1.19773     1.19952 0.000367943
          90     1.19424     1.19946   0.0003685
          91     1.20675     1.19954 0.000373055
          92     1.19312     1.19947 0.000375467
          93     1.20571     1.19954 0.000377388
          94     1.19583      1.1995 0.000375423
          95      1.2007     1.19951 0.000371686
          96     1.19441     1.19946  0.00037159
          97     1.20083     1.19947  0.00036803
          98     1.18902     1.19936  0.00037941
          99     1.20543     1.19942 0.000380486
         100     1.19804     1.19941 0.000376932
