16.404  1-7-13-17-5-14-21-8-19-3-20-34-18-28-29-32-9-11-23-15-30-10-12-25-27-6-31-26-22-16-2-4-33-24-1
16.404  1-7-13-17-5-14-21-8-19-3-20-34-18-28-29-32-9-11-23-15-30-10-12-25-27-6-31-26-22-16-2-4-33-24-1
16.404  1-7-13-17-5-14-21-8-19-3-20-34-18-28-29-32-9-11-23-15-30-10-12-25-27-6-31-26-22-16-2-4-33-24-1
15.9559  1-12-10-30-15-23-11-9-32-29-28-18-34-20-3-19-8-21-14-5-17-13-7-25-27-6-31-26-22-16-2-4-33-24-1
15.7987  1-8-19-3-20-34-18-7-13-17-5-14-21-29-28-32-9-11-23-15-30-10-12-25-27-6-31-26-22-16-2-4-33-24-1
15.7987  1-8-19-3-20-34-18-7-13-17-5-14-21-29-28-32-9-11-23-15-30-10-12-25-27-6-31-26-22-16-2-4-33-24-1
14.8684  1-10-12-25-27-6-31-26-22-16-7-13-17-5-14-21-8-19-3-20-34-18-28-29-32-9-11-23-15-30-2-4-33-24-1
14.8684  1-10-12-25-27-6-31-26-22-16-7-13-17-5-14-21-8-19-3-20-34-18-28-29-32-9-11-23-15-30-2-4-33-24-1
14.4099  1-10-12-25-27-6-31-26-22-16-7-13-5-17-14-21-8-19-3-20-34-18-28-29-32-9-11-23-15-30-2-4-33-24-1
14.1492  1-11-23-15-30-8-19-14-21-29-28-32-9-3-20-34-18-7-13-17-5-10-12-25-27-31-6-26-22-16-2-4-33-24-1
13.4511  1-14-21-8-19-3-20-34-18-28-29-32-9-11-23-15-30-2-4-33-10-12-25-27-6-31-26-22-16-7-13-5-17-24-1
13.4511  1-14-21-8-19-3-20-34-18-28-29-32-9-11-23-15-30-2-4-33-10-12-25-27-6-31-26-22-16-7-13-5-17-24-1
12.6421  1-29-28-32-9-3-20-34-18-7-13-17-5-11-23-15-30-8-19-14-21-10-12-25-27-31-6-26-22-2-16-33-4-24-1
12.6421  1-29-28-32-9-3-20-34-18-7-13-17-5-11-23-15-30-8-19-14-21-10-12-25-27-31-6-26-22-2-16-33-4-24-1
12.4031  1-15-30-8-19-14-21-10-12-25-27-31-6-26-22-29-28-32-9-3-20-34-18-7-13-17-5-11-23-2-16-33-4-24-1
12.2517  1-29-28-32-9-3-20-34-18-7-13-17-5-11-23-30-15-8-19-14-21-10-12-25-27-31-6-26-22-2-16-33-4-24-1
11.788  1-8-19-14-21-15-23-30-11-29-28-32-9-3-20-34-18-2-4-33-10-12-25-27-31-6-26-22-16-7-13-5-17-24-1
11.788  1-8-19-14-21-15-23-30-11-29-28-32-9-3-20-34-18-2-4-33-10-12-25-27-31-6-26-22-16-7-13-5-17-24-1
11.4185  1-17-29-28-32-13-7-9-3-20-34-18-5-11-23-15-30-8-19-14-21-10-12-25-27-31-6-26-22-2-16-33-4-24-1
10.6953  1-30-15-8-19-14-21-10-12-25-27-31-6-26-22-13-7-18-34-20-3-9-32-28-29-23-11-5-17-2-16-33-4-24-1
10.5453  1-30-15-8-19-14-21-10-12-25-27-31-6-26-22-13-7-18-34-20-3-9-32-28-29-17-5-11-23-2-16-33-4-24-1
10.4837  1-30-15-8-19-14-21-10-12-25-27-31-6-26-22-13-7-18-34-20-3-9-32-28-29-17-5-11-23-2-33-16-4-24-1
10.2311  1-8-19-14-21-10-12-25-27-31-6-22-26-2-16-33-4-17-29-28-32-13-7-9-3-20-34-18-5-11-23-30-15-24-1
9.6231  1-2-4-33-16-22-26-6-31-27-25-12-10-21-14-19-8-15-23-30-11-5-18-34-20-3-9-7-13-32-28-29-17-24-1
9.6231  1-2-4-33-16-22-26-6-31-27-25-12-10-21-14-19-8-15-23-30-11-5-18-34-20-3-9-7-13-32-28-29-17-24-1
9.44958  1-29-17-28-32-9-3-13-7-20-34-18-5-11-30-23-15-8-19-14-21-2-10-12-25-27-31-6-26-22-33-16-4-24-1
9.44958  1-29-17-28-32-9-3-13-7-20-34-18-5-11-30-23-15-8-19-14-21-2-10-12-25-27-31-6-26-22-33-16-4-24-1
9.20299  1-21-14-19-8-15-30-23-11-5-18-34-20-7-13-3-9-32-28-17-29-2-10-12-25-27-31-6-26-22-33-16-4-24-1
9.19063  1-8-21-14-19-15-30-23-11-5-18-34-20-7-13-3-9-32-28-17-29-2-10-12-25-27-31-6-26-22-33-16-4-24-1
9.04814  1-8-21-19-14-2-15-23-30-11-5-18-34-20-7-13-3-9-32-28-17-29-10-12-25-27-31-6-26-22-33-16-4-24-1
8.96581  1-21-19-14-10-26-22-2-8-12-25-27-31-6-33-16-4-11-5-18-34-20-9-3-7-13-32-28-29-17-23-30-24-15-1
8.96581  1-21-19-14-10-26-22-2-8-12-25-27-31-6-33-16-4-11-5-18-34-20-9-3-7-13-32-28-29-17-23-30-24-15-1
8.78511  1-15-8-19-14-21-10-12-25-27-31-6-26-22-13-7-18-34-20-3-9-32-28-5-11-17-29-30-23-2-33-16-4-24-1
8.4972  1-2-21-14-19-8-10-12-25-27-31-6-26-22-33-16-4-29-17-28-32-9-3-13-7-20-34-18-5-11-23-30-24-15-1
8.18082  1-2-21-14-19-8-10-12-25-27-31-6-26-22-33-16-4-11-5-18-34-20-9-3-7-13-32-28-17-29-23-30-24-15-1
8.16636  1-8-21-14-19-10-12-30-15-2-23-11-4-33-16-22-26-6-31-27-25-5-18-34-20-7-3-13-9-32-28-17-29-24-1
7.33873  1-8-21-14-19-10-12-2-15-23-30-29-17-11-5-18-34-20-7-13-3-9-32-28-25-27-31-6-26-22-33-16-4-24-1
7.33873  1-8-21-14-19-10-12-2-15-23-30-29-17-11-5-18-34-20-7-13-3-9-32-28-25-27-31-6-26-22-33-16-4-24-1
7.33873  1-8-21-14-19-10-12-2-15-23-30-29-17-11-5-18-34-20-7-13-3-9-32-28-25-27-31-6-26-22-33-16-4-24-1
7.30325  1-8-19-14-21-2-15-23-30-29-17-11-5-18-34-20-7-13-3-9-32-28-25-27-31-6-22-12-10-26-33-16-4-24-1
7.27392  1-8-19-14-21-2-15-23-30-29-17-11-5-18-34-20-7-13-3-9-32-28-25-27-31-6-26-22-10-12-33-16-4-24-1
7.26338  1-8-21-14-19-2-15-23-30-29-17-11-5-18-34-20-7-13-3-9-32-28-25-27-31-6-26-22-10-12-33-16-4-24-1
7.1657  1-8-21-14-19-2-15-23-30-29-17-11-5-18-34-20-7-12-10-13-3-9-32-28-25-27-31-6-26-22-33-16-4-24-1
7.1657  1-8-21-14-19-2-15-23-30-29-17-11-5-18-34-20-7-12-10-13-3-9-32-28-25-27-31-6-26-22-33-16-4-24-1
7.15635  1-8-21-14-19-15-2-23-30-29-17-11-5-18-34-20-7-12-10-13-3-9-32-28-25-27-31-6-26-22-33-16-4-24-1
