Media Errore
1 0
1.40221 0.0440048
1.72128 0.0459623
1.98741 0.0462704
2.22149 0.0461094
2.44246 0.0444228
2.64208 0.0464851
2.82326 0.042345
2.99409 0.0425297
3.16702 0.0444641
3.32157 0.0430887
3.46791 0.0427623
3.61406 0.0436997
3.74425 0.0411921
3.87216 0.0415259
3.99462 0.039819
4.12005 0.0390359
4.24669 0.0381953
4.37372 0.0404332
4.47294 0.0404445
4.58672 0.0404658
4.70208 0.0410981
4.79833 0.0408917
4.89953 0.0411888
4.99946 0.0398741
5.10619 0.0397177
5.207 0.0409522
5.29849 0.0424313
5.39869 0.042028
5.50089 0.0411618
5.59616 0.0406475
5.68892 0.0409801
5.76647 0.039431
5.84785 0.0395103
5.93319 0.0403592
6.01304 0.0400733
6.09395 0.0392082
6.18385 0.0397295
6.26576 0.0413901
6.34664 0.0438859
6.41997 0.0450596
6.49805 0.045439
6.57851 0.0446305
6.67031 0.0448793
6.75038 0.0448084
6.82138 0.0460119
6.8931 0.0462506
6.97285 0.0464436
7.03807 0.045269
7.10413 0.0450874
7.17235 0.045115
7.24196 0.0455449
7.30953 0.0450343
7.36815 0.0445097
7.43615 0.0461269
7.50624 0.0460295
7.56896 0.0459597
7.63475 0.0468252
7.69358 0.0484517
7.75923 0.048525
7.82623 0.0471823
7.89497 0.0471606
7.95115 0.0468228
8.0269 0.0476889
8.0976 0.0494013
8.16868 0.0488431
8.23409 0.0484421
8.2994 0.0477623
8.35811 0.0486905
8.4221 0.0492876
8.48429 0.0485966
8.54213 0.047924
8.59631 0.0475373
8.65346 0.0462903
8.70557 0.0456465
8.76119 0.0453295
8.81922 0.045704
8.86539 0.0462759
8.91883 0.0467509
8.96567 0.0473417
9.02369 0.0475113
9.08073 0.0470223
9.14275 0.0463388
9.20124 0.0459241
9.25238 0.046208
9.31366 0.0449464
9.37092 0.0450229
9.41762 0.0443895
9.46692 0.0439891
9.51869 0.0452648
9.55704 0.0441287
9.61059 0.044078
9.66818 0.0446022
9.71568 0.0426795
9.76852 0.0431051
9.82206 0.0422864
9.87081 0.0427236
9.91851 0.0427931
9.96905 0.0412907
10.0164 0.0415339
