___BLOCK NUMBER___1
           1  0.00461329           0           0
           1  0.00922657           0           0
           1   0.0138399           0           0
           1   0.0184531           0           0
           1   0.0230664           0           0
           1   0.0276797           0           0
           1    0.032293           0           0
           1   0.0369063           0           0
           1   0.0415196           0           0
           1   0.0461329           0           0
           1   0.0507461           0           0
           1   0.0553594           0           0
           1   0.0599727           0           0
           1    0.064586           0           0
           1   0.0691993           0           0
           1   0.0738126           0           0
           1   0.0784259           0           0
           1   0.0830391           0           0
           1   0.0876524           0           0
           1   0.0922657           0           0
           1    0.096879           0           0
           1    0.101492           0           0
           1    0.106106           0           0
           1    0.110719           0           0
           1    0.115332           0           0
           1    0.119945           0           0
           1    0.124559           0           0
           1    0.129172           0           0
           1    0.133785           0           0
           1    0.138399           0           0
           1    0.143012           0           0
           1    0.147625           0           0
           1    0.152238           0           0
           1    0.156852           0           0
           1    0.161465           0           0
           1    0.166078           0           0
           1    0.170692           0           0
           1    0.175305           0           0
           1    0.179918           0           0
           1    0.184531           0           0
           1    0.189145           0           0
           1    0.193758           0           0
           1    0.198371           0           0
           1    0.202985           0           0
           1    0.207598           0           0
           1    0.212211           0           0
           1    0.216824           0           0
           1    0.221438           0           0
           1    0.226051           0           0
           1    0.230664           0           0
           1    0.235278           0           0
           1    0.239891           0           0
           1    0.244504           0           0
           1    0.249117           0           0
           1    0.253731           0           0
           1    0.258344           0           0
           1    0.262957           0           0
           1    0.267571           0           0
           1    0.272184           0           0
           1    0.276797           0           0
           1     0.28141           0           0
           1    0.286024           0           0
           1    0.290637           0           0
           1     0.29525           0           0
           1    0.299864           0           0
           1    0.304477           0           0
           1     0.30909           0           0
           1    0.313703           0           0
           1    0.318317           0           0
           1     0.32293           0           0
           1    0.327543           0           0
           1    0.332157           0           0
           1     0.33677           0           0
           1    0.341383           0           0
           1    0.345996           0           0
           1     0.35061           0           0
           1    0.355223           0           0
           1    0.359836           0           0
           1     0.36445           0           0
           1    0.369063           0           0
           1    0.373676           0           0
           1    0.378289           0           0
           1    0.382903           0           0
           1    0.387516           0           0
           1    0.392129           0           0
           1    0.396743           0           0
           1    0.401356           0           0
           1    0.405969           0           0
           1    0.410582           0           0
           1    0.415196           0           0
           1    0.419809           0           0
           1    0.424422           0           0
           1    0.429036           0           0
           1    0.433649           0           0
           1    0.438262           0           0
           1    0.442875           0           0
           1    0.447489           0           0
           1    0.452102           0           0
           1    0.456715           0           0
           1    0.461329           0           0
           1    0.465942           0           0
           1    0.470555           0           0
           1    0.475168           0           0
           1    0.479782           0           0
           1    0.484395           0           0
           1    0.489008           0           0
           1    0.493622           0           0
           1    0.498235           0           0
           1    0.502848           0           0
           1    0.507461           0           0
           1    0.512075           0           0
           1    0.516688           0           0
           1    0.521301           0           0
           1    0.525915           0           0
           1    0.530528           0           0
           1    0.535141           0           0
           1    0.539754           0           0
           1    0.544368           0           0
           1    0.548981           0           0
           1    0.553594           0           0
           1    0.558208           0           0
           1    0.562821           0           0
           1    0.567434           0           0
           1    0.572047           0           0
           1    0.576661           0           0
           1    0.581274           0           0
           1    0.585887           0           0
           1    0.590501           0           0
           1    0.595114           0           0
           1    0.599727           0           0
           1     0.60434           0           0
           1    0.608954           0           0
           1    0.613567           0           0
           1     0.61818           0           0
           1    0.622794           0           0
           1    0.627407           0           0
           1     0.63202           0           0
           1    0.636633           0           0
           1    0.641247           0           0
           1     0.64586           0           0
           1    0.650473           0           0
           1    0.655087           0           0
           1      0.6597           0           0
           1    0.664313           0           0
           1    0.668926           0           0
           1     0.67354           0           0
           1    0.678153           0           0
           1    0.682766           0           0
           1     0.68738           0           0
           1    0.691993           0           0
           1    0.696606           0           0
           1    0.701219           0           0
           1    0.705833           0           0
           1    0.710446           0           0
           1    0.715059           0           0
           1    0.719673           0           0
           1    0.724286           0           0
           1    0.728899           0           0
           1    0.733512           0           0
           1    0.738126           0           0
           1    0.742739           0           0
           1    0.747352           0           0
           1    0.751966           0           0
           1    0.756579           0           0
           1    0.761192           0           0
           1    0.765805           0           0
           1    0.770419           0           0
           1    0.775032           0           0
           1    0.779645           0           0
           1    0.784259           0           0
           1    0.788872           0           0
           1    0.793485           0           0
           1    0.798098           0           0
           1    0.802712           0           0
           1    0.807325           0           0
           1    0.811938           0           0
           1    0.816552           0           0
           1    0.821165           0           0
           1    0.825778           0           0
           1    0.830391           0           0
           1    0.835005           0           0
           1    0.839618           0           0
           1    0.844231           0           0
           1    0.848845           0           0
           1    0.853458           0           0
           1    0.858071           0           0
           1    0.862684           0           0
           1    0.867298           0           0
           1    0.871911           0           0
           1    0.876524           0           0
           1    0.881138           0           0
           1    0.885751           0           0
           1    0.890364           0           0
           1    0.894977           0           0
           1    0.899591  0.00142803           0
           1    0.904204  0.00141353           0
           1    0.908817 0.000932838           0
           1    0.913431  0.00288582           0
           1    0.918044  0.00754238           0
           1    0.922657  0.00848561           0
           1     0.92727   0.0227403           0
           1    0.931884   0.0226272           0
           1    0.936497   0.0535971           0
           1     0.94111   0.0574246           0
           1    0.945724   0.0882086           0
           1    0.950337    0.119035           0
           1     0.95495    0.185075           0
           1    0.959563    0.265331           0
           1    0.964177    0.364671           0
           1     0.96879     0.49558           0
           1    0.973403    0.615461           0
           1    0.978017    0.800755           0
           1     0.98263    0.938954           0
           1    0.987243     1.25426           0
           1    0.991856       1.492           0
           1     0.99647     1.74646           0
           1     1.00108      1.9384           0
           1      1.0057       2.275           0
           1     1.01031     2.54064           0
           1     1.01492      2.8287           0
           1     1.01954     3.13723           0
           1     1.02415     3.43028           0
           1     1.02876     3.67181           0
           1     1.03338     3.78303           0
           1     1.03799     4.13032           0
           1      1.0426     4.25626           0
           1     1.04722     4.58046           0
           1     1.05183     4.54847           0
           1     1.05644     4.69061           0
           1     1.06106     4.77045           0
           1     1.06567     4.98248           0
           1     1.07028     4.97758           0
           1      1.0749     4.96081           0
           1     1.07951      4.8492           0
           1     1.08412     4.89676           0
           1     1.08874      4.7903           0
           1     1.09335     4.57466           0
           1     1.09796     4.35479           0
           1     1.10258     4.11234           0
           1     1.10719     3.94548           0
           1      1.1118     3.82513           0
           1     1.11642     3.64306           0
           1     1.12103     3.47182           0
           1     1.12564     3.24293           0
           1     1.13026     3.09129           0
           1     1.13487     2.95705           0
           1     1.13948     2.81417           0
           1     1.14409     2.56641           0
           1     1.14871       2.446           0
           1     1.15332      2.3014           0
           1     1.15793     2.13127           0
           1     1.16255     1.94642           0
           1     1.16716     1.77666           0
           1     1.17177     1.63808           0
           1     1.17639     1.50502           0
           1       1.181     1.36963           0
           1     1.18561     1.26175           0
           1     1.19023      1.1303           0
           1     1.19484     1.02387           0
           1     1.19945    0.955438           0
           1     1.20407    0.877308           0
           1     1.20868    0.727863           0
           1     1.21329    0.649505           0
           1     1.21791     0.60553           0
           1     1.22252    0.544002           0
           1     1.22713    0.514119           0
           1     1.23175    0.413858           0
           1     1.23636    0.363463           0
           1     1.24097    0.308355           0
           1     1.24559    0.274005           0
           1      1.2502    0.247864           0
           1     1.25481    0.226999           0
           1     1.25943    0.205945           0
           1     1.26404    0.173059           0
           1     1.26865     0.15155           0
           1     1.27327     0.12886           0
           1     1.27788    0.127402           0
           1     1.28249    0.113529           0
           1     1.28711   0.0903024           0
           1     1.29172   0.0841679           0
           1     1.29633   0.0776016           0
           1     1.30095   0.0668516           0
           1     1.30556      0.0571           0
           1     1.31017   0.0555192           0
           1     1.31479   0.0530105           0
           1      1.3194   0.0579607           0
           1     1.32401   0.0516153           0
           1     1.32863   0.0579249           0
           1     1.33324   0.0535637           0
           1     1.33785   0.0596632           0
           1     1.34247   0.0575416           0
           1     1.34708   0.0666117           0
           1     1.35169   0.0722305           0
           1     1.35631   0.0823866           0
           1     1.36092   0.0952165           0
           1     1.36553    0.101405           0
           1     1.37015    0.119481           0
           1     1.37476     0.12736           0
           1     1.37937    0.123722           0
           1     1.38399    0.135341           0
